state,district,market,arrival_date,modal_price
Gujarat,Kheda,Kapadvanj,2020-01-02,4312.0
Gujarat,Kheda,Kapadvanj,2020-01-03,4500.0
Gujarat,Kheda,Kapadvanj,2020-01-04,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-06,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-07,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-08,4312.0
Gujarat,Kheda,Kapadvanj,2020-01-09,4312.0
Gujarat,Kheda,Kapadvanj,2020-01-11,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-13,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-16,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-17,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-18,3950.0
Gujarat,Kheda,Kapadvanj,2020-01-20,3987.0
Gujarat,Kheda,Kapadvanj,2020-01-21,3897.0
Gujarat,Kheda,Kapadvanj,2020-01-22,4247.0
Gujarat,Kheda,Kapadvanj,2020-01-23,4277.0
Gujarat,Kheda,Kapadvanj,2020-01-24,3975.0
Gujarat,Kheda,Kapadvanj,2020-01-25,3975.0
Gujarat,Kheda,Kapadvanj,2020-01-27,4250.0
Gujarat,Kheda,Kapadvanj,2020-01-28,4075.0
Gujarat,Kheda,Kapadvanj,2020-01-29,4075.0
Gujarat,Kheda,Kapadvanj,2020-01-30,4075.0
Gujarat,Kheda,Kapadvanj,2020-01-31,4000.0
Gujarat,Kheda,Kapadvanj,2020-02-01,4000.0
Gujarat,Kheda,Kapadvanj,2020-02-03,3875.0
Gujarat,Kheda,Kapadvanj,2020-02-04,3875.0
Gujarat,Kheda,Kapadvanj,2020-02-05,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-06,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-07,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-08,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-10,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-11,3987.0
Gujarat,Kheda,Kapadvanj,2020-02-12,3974.0
Gujarat,Kheda,Kapadvanj,2020-02-13,4000.0
Gujarat,Kheda,Kapadvanj,2020-02-17,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-18,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-19,4375.0
Gujarat,Kheda,Kapadvanj,2020-02-20,4375.0
Gujarat,Kheda,Kapadvanj,2020-02-22,4125.0
Gujarat,Kheda,Kapadvanj,2020-02-24,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-25,4250.0
Gujarat,Kheda,Kapadvanj,2020-02-26,4750.0
Gujarat,Kheda,Kapadvanj,2020-02-27,3600.0
Gujarat,Kheda,Kapadvanj,2020-02-28,3600.0
Gujarat,Kheda,Kapadvanj,2020-03-02,3600.0
Gujarat,Kheda,Kapadvanj,2020-03-03,4125.0
Gujarat,Kheda,Kapadvanj,2020-03-06,4125.0
Gujarat,Kheda,Kapadvanj,2020-03-07,4125.0
Gujarat,Kheda,Kapadvanj,2020-03-09,4125.0
Gujarat,Kheda,Kapadvanj,2020-03-12,4125.0
Gujarat,Kheda,Kapadvanj,2020-03-13,3575.0
Gujarat,Kheda,Kapadvanj,2020-03-15,3500.0
Gujarat,Kheda,Kapadvanj,2020-03-18,3500.0
Gujarat,Kheda,Kapadvanj,2020-04-24,3062.0
Gujarat,Mehsana,Becharaji,2020-01-02,4837.0
Gujarat,Mehsana,Becharaji,2020-01-03,4930.0
Gujarat,Mehsana,Becharaji,2020-01-04,4927.0
Gujarat,Mehsana,Becharaji,2020-01-06,5005.0
Gujarat,Mehsana,Becharaji,2020-01-08,4805.0
Gujarat,Mehsana,Becharaji,2020-01-09,4965.0
Gujarat,Mehsana,Becharaji,2020-01-13,4852.0
Gujarat,Mehsana,Becharaji,2020-01-16,4970.0
Gujarat,Mehsana,Becharaji,2020-01-17,4875.0
Gujarat,Mehsana,Becharaji,2020-01-20,4985.0
Gujarat,Mehsana,Becharaji,2020-01-21,4842.0
Gujarat,Mehsana,Becharaji,2020-01-22,4925.0
Gujarat,Mehsana,Becharaji,2020-01-23,4897.0
Gujarat,Mehsana,Becharaji,2020-01-24,4800.0
Gujarat,Mehsana,Becharaji,2020-01-25,4927.0
Gujarat,Mehsana,Becharaji,2020-01-27,4962.0
Gujarat,Mehsana,Becharaji,2020-01-29,4895.0
Gujarat,Mehsana,Becharaji,2020-01-31,4750.0
Gujarat,Mehsana,Becharaji,2020-02-01,4435.0
Gujarat,Mehsana,Becharaji,2020-02-05,4590.0
Gujarat,Mehsana,Becharaji,2020-02-06,4562.0
Gujarat,Mehsana,Becharaji,2020-02-07,4700.0
Gujarat,Mehsana,Becharaji,2020-02-08,4565.0
Gujarat,Mehsana,Becharaji,2020-02-10,4387.0
Gujarat,Mehsana,Becharaji,2020-02-12,4550.0
Gujarat,Mehsana,Becharaji,2020-02-13,4600.0
Gujarat,Mehsana,Becharaji,2020-02-14,4505.0
Gujarat,Mehsana,Becharaji,2020-02-15,4187.0
Gujarat,Mehsana,Becharaji,2020-02-17,4560.0
Gujarat,Mehsana,Becharaji,2020-02-20,4300.0
Gujarat,Mehsana,Becharaji,2020-02-22,4325.0
Gujarat,Mehsana,Becharaji,2020-02-24,4187.0
Gujarat,Mehsana,Becharaji,2020-02-26,4200.0
Gujarat,Mehsana,Becharaji,2020-02-27,4415.0
Gujarat,Mehsana,Becharaji,2020-02-28,4227.0
Gujarat,Mehsana,Becharaji,2020-03-04,4575.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-01,5150.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-02,5150.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-03,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-04,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-06,5250.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-07,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-08,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-09,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-10,5250.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-11,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-13,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-16,5175.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-17,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-18,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-21,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-22,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-23,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-24,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-25,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-27,5150.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-28,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-29,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-30,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-01-31,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-01,5150.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-03,5200.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-04,5100.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-05,5125.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-06,5125.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-07,5125.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-08,5150.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-10,5100.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-12,5125.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-13,5125.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-14,5100.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-15,5125.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-17,5100.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-18,5100.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-19,5100.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-22,5000.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-24,5000.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-25,5000.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-26,5000.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-27,5000.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-28,4950.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-02-29,4850.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-02,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-03,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-06,5000.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-07,5000.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-11,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-12,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-13,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-16,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-17,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-18,4900.0
Gujarat,Mehsana,Kadi(Kadi cotton Yard),2020-03-20,4850.0
Gujarat,Mehsana,Unava,2020-01-01,5030.0
Gujarat,Mehsana,Unava,2020-01-02,4975.0
Gujarat,Mehsana,Unava,2020-01-03,5105.0
Gujarat,Mehsana,Unava,2020-01-04,5080.0
Gujarat,Mehsana,Unava,2020-01-06,5085.0
Gujarat,Mehsana,Unava,2020-01-07,5105.0
Gujarat,Mehsana,Unava,2020-01-08,5125.0
Gujarat,Mehsana,Unava,2020-01-09,5160.0
Gujarat,Mehsana,Unava,2020-01-10,5350.0
Gujarat,Mehsana,Unava,2020-01-11,5375.0
Gujarat,Mehsana,Unava,2020-01-13,5275.0
Gujarat,Mehsana,Unava,2020-01-16,5205.0
Gujarat,Mehsana,Unava,2020-01-17,5105.0
Gujarat,Mehsana,Unava,2020-01-18,5175.0
Gujarat,Mehsana,Unava,2020-01-20,5105.0
Gujarat,Mehsana,Unava,2020-01-21,5175.0
Gujarat,Mehsana,Unava,2020-01-22,5075.0
Gujarat,Mehsana,Unava,2020-01-23,5165.0
Gujarat,Mehsana,Unava,2020-01-24,5135.0
Gujarat,Mehsana,Unava,2020-01-25,5155.0
Gujarat,Mehsana,Unava,2020-01-27,5090.0
Gujarat,Mehsana,Unava,2020-01-28,5125.0
Gujarat,Mehsana,Unava,2020-01-29,5155.0
Gujarat,Mehsana,Unava,2020-01-31,5120.0
Gujarat,Mehsana,Unava,2020-02-01,5175.0
Gujarat,Mehsana,Unava,2020-02-04,5160.0
Gujarat,Mehsana,Unava,2020-02-05,5075.0
Gujarat,Mehsana,Unava,2020-02-06,5065.0
Gujarat,Mehsana,Unava,2020-02-07,5065.0
Gujarat,Mehsana,Unava,2020-02-08,5025.0
Gujarat,Mehsana,Unava,2020-02-10,5005.0
Gujarat,Mehsana,Unava,2020-02-11,4975.0
Gujarat,Mehsana,Unava,2020-02-12,4950.0
Gujarat,Mehsana,Unava,2020-02-13,4900.0
Gujarat,Mehsana,Unava,2020-02-14,4925.0
Gujarat,Mehsana,Unava,2020-02-15,4875.0
Gujarat,Mehsana,Unava,2020-02-17,4875.0
Gujarat,Mehsana,Unava,2020-02-18,4850.0
Gujarat,Mehsana,Unava,2020-02-19,4855.0
Gujarat,Mehsana,Unava,2020-02-20,4825.0
Gujarat,Mehsana,Unava,2020-02-22,4805.0
Gujarat,Mehsana,Unava,2020-02-24,4725.0
Gujarat,Mehsana,Unava,2020-02-25,4700.0
Gujarat,Mehsana,Unava,2020-02-26,4505.0
Gujarat,Mehsana,Unava,2020-02-27,4450.0
Gujarat,Mehsana,Unava,2020-02-28,4505.0
Gujarat,Mehsana,Unava,2020-02-29,4525.0
Gujarat,Mehsana,Unava,2020-03-02,4375.0
Gujarat,Mehsana,Unava,2020-03-03,4375.0
Gujarat,Mehsana,Unava,2020-03-04,4375.0
Gujarat,Mehsana,Unava,2020-03-05,4400.0
Gujarat,Mehsana,Unava,2020-03-06,4425.0
Gujarat,Mehsana,Unava,2020-03-11,4405.0
Gujarat,Mehsana,Unava,2020-03-12,4410.0
Gujarat,Mehsana,Unava,2020-03-13,4305.0
Gujarat,Mehsana,Unava,2020-03-14,4275.0
Gujarat,Mehsana,Unava,2020-03-16,4200.0
Gujarat,Mehsana,Unava,2020-03-17,4225.0
Gujarat,Mehsana,Unava,2020-03-18,4225.0
Gujarat,Mehsana,Unava,2020-03-20,4325.0
Gujarat,Mehsana,Unava,2020-03-21,4350.0
Gujarat,Mehsana,Unava,2020-04-24,3700.0
Gujarat,Mehsana,Unava,2020-04-25,3625.0
Gujarat,Mehsana,Unava,2020-04-27,3650.0
Gujarat,Mehsana,Unava,2020-04-28,3650.0
Gujarat,Mehsana,Unava,2020-04-29,3650.0
Gujarat,Mehsana,Unava,2020-04-30,3500.0
Gujarat,Mehsana,Unava,2020-05-01,3400.0
Gujarat,Mehsana,Unava,2020-05-02,3400.0
Gujarat,Mehsana,Unava,2020-05-04,3350.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-02,5175.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-03,5150.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-06,5150.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-08,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-09,5050.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-11,5100.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-13,5150.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-16,4950.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-17,5050.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-18,5150.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-20,5150.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-21,5150.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-22,5125.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-23,5100.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-24,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-25,5100.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-27,5100.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-28,5050.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-01-29,5050.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-03,5075.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-07,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-08,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-10,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-11,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-13,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-14,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-15,4950.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-19,4950.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-20,4850.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-22,4900.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-24,4750.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-25,4900.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-26,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-27,4850.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-28,4850.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-02-29,4750.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-03,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-04,4900.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-05,4800.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-06,4850.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-07,3700.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-12,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-13,5115.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-14,3775.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-16,3850.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-17,4875.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-18,4500.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-20,5000.0
Gujarat,Mehsana,Vijapur(Gojjariya),2020-03-21,4875.0
Gujarat,Mehsana,Visnagar,2020-01-01,4700.0
Gujarat,Mehsana,Visnagar,2020-01-02,5062.0
Gujarat,Mehsana,Visnagar,2020-01-03,4980.0
Gujarat,Mehsana,Visnagar,2020-01-04,4962.0
Gujarat,Mehsana,Visnagar,2020-01-06,4957.0
Gujarat,Mehsana,Visnagar,2020-01-07,4982.0
Gujarat,Mehsana,Visnagar,2020-01-08,4977.0
Gujarat,Mehsana,Visnagar,2020-01-10,5030.0
Gujarat,Mehsana,Visnagar,2020-01-11,5047.0
Gujarat,Mehsana,Visnagar,2020-01-16,4802.0
Gujarat,Mehsana,Visnagar,2020-01-17,4922.0
Gujarat,Mehsana,Visnagar,2020-01-18,4902.0
Gujarat,Mehsana,Visnagar,2020-01-20,4907.0
Gujarat,Mehsana,Visnagar,2020-01-21,4907.0
Gujarat,Mehsana,Visnagar,2020-01-22,4870.0
Gujarat,Mehsana,Visnagar,2020-01-23,4875.0
Gujarat,Mehsana,Visnagar,2020-01-24,4815.0
Gujarat,Mehsana,Visnagar,2020-01-25,4817.0
Gujarat,Mehsana,Visnagar,2020-01-27,4882.0
Gujarat,Mehsana,Visnagar,2020-01-28,4825.0
Gujarat,Mehsana,Visnagar,2020-01-29,4875.0
Gujarat,Mehsana,Visnagar,2020-01-31,4887.0
Gujarat,Mehsana,Visnagar,2020-02-01,4725.0
Gujarat,Mehsana,Visnagar,2020-02-03,4750.0
Gujarat,Mehsana,Visnagar,2020-02-04,4662.0
Gujarat,Mehsana,Visnagar,2020-02-05,4750.0
Gujarat,Mehsana,Visnagar,2020-02-06,4700.0
Gujarat,Mehsana,Visnagar,2020-02-07,4677.0
Gujarat,Mehsana,Visnagar,2020-02-08,4667.0
Gujarat,Mehsana,Visnagar,2020-02-10,4870.0
Gujarat,Mehsana,Visnagar,2020-02-11,4675.0
Gujarat,Mehsana,Visnagar,2020-02-12,4707.0
Gujarat,Mehsana,Visnagar,2020-02-13,4677.0
Gujarat,Mehsana,Visnagar,2020-02-14,4665.0
Gujarat,Mehsana,Visnagar,2020-02-15,4685.0
Gujarat,Mehsana,Visnagar,2020-02-17,4650.0
Gujarat,Mehsana,Visnagar,2020-02-20,4602.0
Gujarat,Mehsana,Visnagar,2020-02-22,4625.0
Gujarat,Mehsana,Visnagar,2020-02-24,4512.0
Gujarat,Mehsana,Visnagar,2020-02-25,4642.0
Gujarat,Mehsana,Visnagar,2020-02-26,4632.0
Gujarat,Mehsana,Visnagar,2020-02-27,4600.0
Gujarat,Mehsana,Visnagar,2020-02-29,4430.0
Gujarat,Mehsana,Visnagar,2020-03-02,4485.0
Gujarat,Mehsana,Visnagar,2020-03-03,4445.0
Gujarat,Mehsana,Visnagar,2020-03-04,4687.0
Gujarat,Mehsana,Visnagar,2020-03-05,4687.0
Gujarat,Mehsana,Visnagar,2020-03-06,4635.0
Gujarat,Mehsana,Visnagar,2020-03-07,4642.0
Gujarat,Mehsana,Visnagar,2020-03-11,4475.0
Gujarat,Mehsana,Visnagar,2020-03-12,4387.0
Gujarat,Mehsana,Visnagar,2020-03-13,4490.0
Gujarat,Mehsana,Visnagar,2020-03-14,4345.0
Gujarat,Mehsana,Visnagar,2020-03-17,4232.0
Gujarat,Mehsana,Visnagar,2020-03-18,4227.0
Gujarat,Mehsana,Visnagar,2020-03-19,4275.0
Gujarat,Mehsana,Visnagar,2020-03-20,4195.0
Gujarat,Mehsana,Visnagar,2020-03-21,4240.0
Gujarat,Mehsana,Visnagar,2020-04-23,3985.0
Gujarat,Mehsana,Visnagar,2020-04-24,3725.0
Gujarat,Mehsana,Visnagar,2020-04-27,4165.0
Gujarat,Mehsana,Visnagar,2020-04-28,3912.0
Gujarat,Mehsana,Visnagar,2020-04-30,4087.0
Gujarat,Mehsana,Visnagar,2020-05-01,3987.0
Gujarat,Mehsana,Visnagar,2020-05-04,3650.0
Gujarat,Mehsana,Visnagar,2020-05-11,3695.0
Gujarat,Mehsana,Visnagar,2020-05-12,3850.0
Gujarat,Mehsana,Visnagar,2020-05-13,3575.0
Gujarat,Mehsana,Visnagar,2020-05-14,3565.0
Gujarat,Mehsana,Visnagar,2020-05-15,3737.0
Gujarat,Mehsana,Visnagar,2020-05-16,3850.0
Gujarat,Mehsana,Visnagar,2020-05-19,3837.0
Gujarat,Mehsana,Visnagar,2020-05-20,3930.0
Gujarat,Mehsana,Visnagar,2020-05-21,3830.0
Gujarat,Mehsana,Visnagar,2020-05-22,3650.0
Gujarat,Mehsana,Visnagar,2020-05-23,3600.0
Gujarat,Mehsana,Visnagar,2020-05-25,3975.0
Gujarat,Mehsana,Visnagar,2020-05-26,3975.0
Gujarat,Mehsana,Visnagar,2020-05-27,3687.0
Gujarat,Mehsana,Visnagar,2020-05-28,3890.0
Gujarat,Mehsana,Visnagar,2020-05-29,3600.0
Gujarat,Mehsana,Visnagar,2020-05-30,3587.0
Gujarat,Mehsana,Visnagar,2020-06-01,3855.0
Gujarat,Mehsana,Visnagar,2020-06-02,3660.0
Gujarat,Mehsana,Visnagar,2020-06-03,3695.0
Gujarat,Mehsana,Visnagar,2020-06-04,3730.0
Gujarat,Mehsana,Visnagar,2020-06-05,3077.0
Gujarat,Mehsana,Visnagar,2020-06-06,4027.0
Gujarat,Mehsana,Visnagar,2020-06-08,3885.0
Gujarat,Mehsana,Visnagar,2020-06-09,4057.0
Gujarat,Mehsana,Visnagar,2020-06-10,4042.5
Gujarat,Mehsana,Visnagar,2020-06-11,3977.5
Gujarat,Mehsana,Visnagar,2020-06-12,3902.5
Gujarat,Mehsana,Visnagar,2020-06-13,3865.0
Gujarat,Mehsana,Visnagar,2020-06-15,3775.0
Gujarat,Mehsana,Visnagar,2020-06-16,3450.0
Gujarat,Mehsana,Visnagar,2020-06-17,3512.0
Gujarat,Mehsana,Visnagar,2020-06-18,3225.0
Gujarat,Mehsana,Visnagar,2020-06-19,3440.0
Gujarat,Mehsana,Visnagar,2020-06-20,3650.0
Gujarat,Mehsana,Visnagar,2020-06-22,3855.0
Gujarat,Mehsana,Visnagar,2020-06-24,3845.0
Gujarat,Mehsana,Visnagar,2020-06-25,3412.0
Gujarat,Mehsana,Visnagar,2020-06-26,3557.5
Gujarat,Mehsana,Visnagar,2020-06-27,3330.0
Gujarat,Mehsana,Visnagar,2020-06-29,3475.0
Gujarat,Mehsana,Visnagar,2020-07-06,4212.0
Gujarat,Mehsana,Visnagar,2020-07-13,2912.0
Gujarat,Morbi,Vankaner,2020-01-02,4900.0
Gujarat,Morbi,Vankaner,2020-01-03,4900.0
Gujarat,Morbi,Vankaner,2020-01-04,4850.0
Gujarat,Morbi,Vankaner,2020-01-06,4750.0
Gujarat,Morbi,Vankaner,2020-01-07,4700.0
Gujarat,Morbi,Vankaner,2020-01-08,4700.0
Gujarat,Morbi,Vankaner,2020-01-09,4850.0
Gujarat,Morbi,Vankaner,2020-01-10,4900.0
Gujarat,Morbi,Vankaner,2020-01-11,5100.0
Gujarat,Morbi,Vankaner,2020-01-15,4875.0
Gujarat,Morbi,Vankaner,2020-01-16,4800.0
Gujarat,Morbi,Vankaner,2020-01-17,4800.0
Gujarat,Morbi,Vankaner,2020-01-18,4850.0
Gujarat,Morbi,Vankaner,2020-01-20,4825.0
Gujarat,Morbi,Vankaner,2020-01-21,4700.0
Gujarat,Morbi,Vankaner,2020-01-22,4700.0
Gujarat,Morbi,Vankaner,2020-01-23,4750.0
Gujarat,Morbi,Vankaner,2020-01-24,4750.0
Gujarat,Morbi,Vankaner,2020-01-25,4700.0
Gujarat,Morbi,Vankaner,2020-01-27,4650.0
Gujarat,Morbi,Vankaner,2020-01-28,4650.0
Gujarat,Morbi,Vankaner,2020-01-29,4650.0
Gujarat,Morbi,Vankaner,2020-01-30,4650.0
Gujarat,Morbi,Vankaner,2020-01-31,4500.0
Gujarat,Morbi,Vankaner,2020-02-03,4500.0
Gujarat,Morbi,Vankaner,2020-02-04,4500.0
Gujarat,Morbi,Vankaner,2020-02-05,4250.0
Gujarat,Morbi,Vankaner,2020-02-06,4750.0
Gujarat,Morbi,Vankaner,2020-02-07,4600.0
Gujarat,Morbi,Vankaner,2020-02-08,4350.0
Gujarat,Morbi,Vankaner,2020-02-10,4650.0
Gujarat,Morbi,Vankaner,2020-02-11,4600.0
Gujarat,Morbi,Vankaner,2020-02-12,4650.0
Gujarat,Morbi,Vankaner,2020-02-13,4350.0
Gujarat,Morbi,Vankaner,2020-02-14,4500.0
Gujarat,Morbi,Vankaner,2020-02-15,4400.0
Gujarat,Morbi,Vankaner,2020-02-17,4300.0
Gujarat,Morbi,Vankaner,2020-02-18,4200.0
Gujarat,Morbi,Vankaner,2020-02-19,4250.0
Gujarat,Morbi,Vankaner,2020-02-20,4150.0
Gujarat,Morbi,Vankaner,2020-02-22,4150.0
Gujarat,Morbi,Vankaner,2020-02-24,4000.0
Gujarat,Morbi,Vankaner,2020-02-26,4150.0
Gujarat,Morbi,Vankaner,2020-02-27,3850.0
Gujarat,Morbi,Vankaner,2020-02-28,3750.0
Gujarat,Morbi,Vankaner,2020-02-29,3900.0
Gujarat,Morbi,Vankaner,2020-03-03,4000.0
Gujarat,Morbi,Vankaner,2020-03-04,4000.0
Gujarat,Morbi,Vankaner,2020-03-05,4250.0
Gujarat,Morbi,Vankaner,2020-03-06,4300.0
Gujarat,Morbi,Vankaner,2020-03-07,4250.0
Gujarat,Morbi,Vankaner,2020-03-09,4000.0
Gujarat,Morbi,Vankaner,2020-03-11,3900.0
Gujarat,Morbi,Vankaner,2020-03-12,3900.0
Gujarat,Morbi,Vankaner,2020-03-13,3750.0
Gujarat,Morbi,Vankaner,2020-03-14,3750.0
Gujarat,Morbi,Vankaner,2020-03-16,3750.0
Gujarat,Morbi,Vankaner,2020-03-17,3800.0
Gujarat,Morbi,Vankaner,2020-03-18,3900.0
Gujarat,Morbi,Vankaner,2020-03-19,3500.0
Gujarat,Morbi,Vankaner,2020-03-20,3500.0
Gujarat,Morbi,Vankaner,2020-03-21,3500.0
Gujarat,Morbi,Vankaner,2020-04-28,3450.0
Gujarat,Morbi,Vankaner,2020-04-29,3250.0
Gujarat,Morbi,Vankaner,2020-05-18,3350.0
Gujarat,Morbi,Vankaner,2020-05-19,3450.0
